Date,Close,RSI
2023-08-11,177.79,
2023-08-18,174.49,
2023-08-25,178.61,
2023-09-01,189.46,
2023-09-08,178.18,
2023-09-15,175.01,
2023-09-22,174.79,
2023-09-29,171.21,
2023-10-06,177.49,
2023-10-13,178.85,
2023-10-20,172.88,
2023-10-27,168.22,
2023-11-03,176.65,
2023-11-10,186.4,55.89968480197342
2023-11-17,189.69,57.80225544190927
2023-11-24,189.97,60.567995630802834
2023-12-01,191.24,58.97144480750106
2023-12-08,195.71,54.882049679737534
2023-12-15,197.57,67.75966294193074
2023-12-22,193.6,66.78100740205815
2023-12-29,192.53,65.77169274537698
2024-01-05,181.18,57.78784564911733
2024-01-12,185.92,56.74723867456379
2024-01-19,191.56,59.52059925093634
2024-01-26,192.42,65.85009733939
2024-02-02,185.85,63.87096774193549
2024-02-09,188.85,60.49552649690296
2024-02-16,182.31,46.275723911855756
2024-02-23,182.52,43.08315647308509
2024-03-01,179.66,40.52563866936224
2024-03-08,170.73,33.47833091670691
2024-03-15,172.62,30.593377038157655
2024-03-22,172.28,28.186993272382267
2024-03-28,171.48,29.817518248175176
2024-04-05,169.58,29.372640661513586
2024-04-12,176.55,45.4829268292683
2024-04-19,165.0,31.98415432311404
2024-04-26,169.3,30.377291960507776
2024-05-03,183.38,43.53731770088648
2024-05-10,183.05,47.80219780219782
2024-05-17,189.87,50.7553317535545
2024-05-24,189.98,56.27762317891634
2024-05-31,192.25,57.70387965162312
2024-06-07,196.89,63.26813491452333
2024-06-14,212.49,79.16201117318437
2024-06-21,207.49,73.3369026904029
2024-06-28,210.62,74.73548387096776
2024-07-05,226.34,79.67972300367887
2024-07-12,230.54,82.17905405405406
2024-07-19,224.31,75.40966163013408
2024-07-26,217.96,79.82653750844787
2024-08-02,219.86,79.26603380412135
2024-08-09,216.24,71.64120126448896
2024-08-16,226.05,75.17564402810305
2024-08-23,226.84,73.28965604132544
2024-08-30,229.0,73.96217145664457
2024-09-06,220.82,66.3574945608611
2024-09-13,222.5,65.17719568567027
2024-09-20,228.2,60.54787162615817
2024-09-27,227.79,64.52489982827703
2024-10-04,226.8,61.94272217301448
2024-10-11,227.55,51.14648474512035
2024-10-18,235.0,53.98072117101036
2024-10-25,231.41,56.65043087298614
2024-11-01,222.91,54.45705024311182
2024-11-08,226.96,56.15464632454924
2024-11-15,225.0,57.81863620135666
2024-11-22,229.87,53.73923257635082
2024-11-29,237.33,59.08225108225109
2024-12-06,242.84,61.325695581014735
2024-12-13,248.13,73.45816869953617
2024-12-20,254.49,75.43329623151536
2024-12-27,255.59,73.49459598558931
2025-01-03,243.36,61.10397946084725
2025-01-10,236.85,56.6441888139627
2025-01-17,229.98,51.48623853211007
2025-01-24,222.78,42.50306748466259
2025-01-31,236.0,52.518380335784045
2025-02-07,227.63,52.59340659340659
2025-02-14,244.6,58.48729792147805
2025-02-21,245.55,59.98445243416578
2025-02-28,241.84,55.88206388206388
2025-03-07,239.07,50.89635277148154
2025-03-14,213.49,37.47118586186289
2025-03-21,218.27,37.19773623735209
2025-03-28,217.9,33.462894332459555
2025-04-04,188.38,25.8324343761237
2025-04-11,198.15,33.45047221612124
2025-04-17,196.98,34.81142857142858
2025-04-25,209.28,42.42756804214224
2025-05-02,205.35,43.46750618394423
2025-05-09,198.53,35.249192976930956
2025-05-16,211.26,43.769505975489075
2025-05-23,195.27,31.083672060740867
2025-05-30,200.85,33.44689675603614
2025-06-06,203.92,35.89075755320731
2025-06-13,196.45,34.677883232671846
2025-06-20,201.0,44.709868699703506
2025-06-27,201.08,42.41729157476842
2025-07-03,213.55,48.26624153049024
2025-07-11,211.16,61.58462164361269
2025-07-18,211.18,57.35576380264198
2025-07-25,213.88,59.37846836847947
2025-08-01,202.38,46.13661814109742
2025-08-08,229.35,60.68185864340396
2025-08-15,231.59,65.33964365256125
2025-08-22,227.76,58.345134533683996
2025-08-29,232.14,71.1289398280802
2025-09-05,239.69,71.76642008518269
2025-09-12,234.07,66.4269369074861
2025-09-19,245.5,75.61892823566279
2025-09-26,255.46,76.9230769230769
2025-10-03,258.02,77.475390851187
2025-10-10,245.27,65.26467757459095
2025-10-17,252.29,68.94867778494427
2025-10-24,262.82,71.69018817204301
2025-10-31,270.37,72.79845023811447
2025-11-07,268.47,78.91329075159683
2025-11-14,272.41,73.59193513039669
2025-11-17,267.46,69.08587847185271
